Species 1,Species 2,Dist,Std. Err
AF322002 Staphylococcus pettenkoferi,OD916897 Staphylococcus roterodami,0.0286041295,0.0045800970
FR821777 Staphylococcus argenteus,OD916897 Staphylococcus roterodami,0.0019504542,0.0011105112
L36472 Staphylococcus aureus subsp. aureus,OD916897 Staphylococcus roterodami,0.0012998615,0.0008942635
AY727530 Staphylococcus simiae,OD916897 Staphylococcus roterodami,0.0040742998,0.0015734496
D83355 Staphylococcus aureus subsp. anaerobius,OD916897 Staphylococcus roterodami,0.0006778028,0.0006457448
MF678963 Staphylococcus schweitzeri,OD916897 Staphylococcus roterodami,0.0015607390,0.0010703732
AB009938 Staphylococcus delphini,AB009937 Staphylococcus capitis subsp. urealyticus,0.0273474091,0.0043177635
AJ780976 Staphylococcus pseudintermedius,AB009937 Staphylococcus capitis subsp. urealyticus,0.0280642268,0.0045156977
CAIB01000045 Staphylococcus intermedius,AB009937 Staphylococcus capitis subsp. urealyticus,0.0266423690,0.0043503954
FXUZ01000000 Staphylococcus cornubiensis,AB009937 Staphylococcus capitis subsp. urealyticus,0.0238743617,0.0041790362
KY019172 Staphylococcus ursi,AB009937 Staphylococcus capitis subsp. urealyticus,0.0259427414,0.0041824816
X84731 Staphylococcus lutrae,AB009937 Staphylococcus capitis subsp. urealyticus,0.0298696300,0.0045098301
HM484980 Staphylococcus agnetis,AB009937 Staphylococcus capitis subsp. urealyticus,0.0231269846,0.0040744066
CP008747 Staphylococcus hyicus,AB009937 Staphylococcus capitis subsp. urealyticus,0.0238624418,0.0040933800
D83360 Staphylococcus chromogenes,AB009937 Staphylococcus capitis subsp. urealyticus,0.0255499982,0.0042797149
S83568 Staphylococcus schleiferi subsp. schleiferi,AB009937 Staphylococcus capitis subsp. urealyticus,0.0256004307,0.0040503426
AB009945 Staphylococcus coagulans,AB009937 Staphylococcus capitis subsp. urealyticus,0.0252657309,0.0039760130
D83364 Staphylococcus felis,AB009937 Staphylococcus capitis subsp. urealyticus,0.0269747434,0.0042378721
MT442037 Staphylococcus canis,AB009937 Staphylococcus capitis subsp. urealyticus,0.0173841067,0.0036925264
EU888120 Staphylococcus microti,AB009937 Staphylococcus capitis subsp. urealyticus,0.0263309608,0.0039511275
FM242137 Staphylococcus rostri,AB009937 Staphylococcus capitis subsp. urealyticus,0.0267439607,0.0042868311
FR733703 Staphylococcus muscae,AB009937 Staphylococcus capitis subsp. urealyticus,0.0239899944,0.0037940272
D83358 Staphylococcus auricularis,AB009937 Staphylococcus capitis subsp. urealyticus,0.0220420229,0.0038352550
AB233329 Staphylococcus carnosus subsp. utilis,AB009937 Staphylococcus capitis subsp. urealyticus,0.0280972794,0.0043583236
EU727181 Staphylococcus carnosus subsp. carnosus,AB009937 Staphylococcus capitis subsp. urealyticus,0.0252516763,0.0040551842
Y15750 Staphylococcus condimenti,AB009937 Staphylococcus capitis subsp. urealyticus,0.0252861888,0.0040675031
Y15754 Staphylococcus piscifermentans,AB009937 Staphylococcus capitis subsp. urealyticus,0.0239210296,0.0039867663
MK121623 Staphylococcus debuckii,AB009937 Staphylococcus capitis subsp. urealyticus,0.0245604342,0.0039348471
D83373 Staphylococcus simulans,AB009937 Staphylococcus capitis subsp. urealyticus,0.0284506049,0.0044034404
EU707796 Staphylococcus massiliensis,AB009937 Staphylococcus capitis subsp. urealyticus,0.0292079089,0.0041874896
KY315825 Staphylococcus edaphicus,AB009937 Staphylococcus capitis subsp. urealyticus,0.0246546105,0.0040273104
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,AB009937 Staphylococcus capitis subsp. urealyticus,0.0246546105,0.0040273104
MH643903 Staphylococcus pseudoxylosus,AB009937 Staphylococcus capitis subsp. urealyticus,0.0239611570,0.0040019842
AB233327 Staphylococcus saprophyticus subsp. bovis,AB009937 Staphylococcus capitis subsp. urealyticus,0.0253821225,0.0041220546
MH431939 Staphylococcus caeli,AB009937 Staphylococcus capitis subsp. urealyticus,0.0232785340,0.0039902278
D83374 Staphylococcus xylosus,AB009937 Staphylococcus capitis subsp. urealyticus,0.0256838771,0.0041990517
AF004220 Staphylococcus succinus subsp. succinus,AB009937 Staphylococcus capitis subsp. urealyticus,0.0281035638,0.0043397075
AJ320272 Staphylococcus casei,AB009937 Staphylococcus capitis subsp. urealyticus,0.0297652301,0.0045765361
AF527483 Staphylococcus equorum subsp. linens,AB009937 Staphylococcus capitis subsp. urealyticus,0.0303063095,0.0044849210
AB009939 Staphylococcus equorum subsp. equorum,AB009937 Staphylococcus capitis subsp. urealyticus,0.0302676502,0.0044784150
AJ517414 Staphylococcus nepalensis,AB009937 Staphylococcus capitis subsp. urealyticus,0.0309946393,0.0045805504
AB009933 Staphylococcus arlettae,AB009937 Staphylococcus capitis subsp. urealyticus,0.0274487599,0.0043099744
D83361 Staphylococcus cohnii subsp. cohnii,AB009937 Staphylococcus capitis subsp. urealyticus,0.0242491979,0.0039969979
AB009936 Staphylococcus urealyticus,AB009937 Staphylococcus capitis subsp. urealyticus,0.0232443247,0.0039459697
CP027846 Staphylococcus kloosii,AB009937 Staphylococcus capitis subsp. urealyticus,0.0259772843,0.0041607643
MW186933 Staphylococcus lloydii,AB009937 Staphylococcus capitis subsp. urealyticus,0.0245924639,0.0040871832
MW186934 Staphylococcus durrellii,AB009937 Staphylococcus capitis subsp. urealyticus,0.0246067968,0.0040548363
D83366 Staphylococcus gallinarum,AB009937 Staphylococcus capitis subsp. urealyticus,0.0270431134,0.0043668700
KP716705 Staphylococcus argensis_{outgroup},AB009937 Staphylococcus capitis subsp. urealyticus,0.0494446398,0.0069131010
AF322002 Staphylococcus pettenkoferi,AB009937 Staphylococcus capitis subsp. urealyticus,0.0211243933,0.0038943751
FR821777 Staphylococcus argenteus,AB009937 Staphylococcus capitis subsp. urealyticus,0.0149266799,0.0031455458
L36472 Staphylococcus aureus subsp. aureus,AB009937 Staphylococcus capitis subsp. urealyticus,0.0156107062,0.0032092046
AY727530 Staphylococcus simiae,AB009937 Staphylococcus capitis subsp. urealyticus,0.0157961684,0.0032462229
D83355 Staphylococcus aureus subsp. anaerobius,AB009937 Staphylococcus capitis subsp. urealyticus,0.0137256899,0.0030885364
MF678963 Staphylococcus schweitzeri,AB009937 Staphylococcus capitis subsp. urealyticus,0.0165869641,0.0035898343
OD916897 Staphylococcus roterodami,AB009937 Staphylococcus capitis subsp. urealyticus,0.0142411762,0.0031034651
AB009938 Staphylococcus delphini,L37599 Staphylococcus capitis subsp. capitis,0.0285259885,0.0044512609
AJ780976 Staphylococcus pseudintermedius,L37599 Staphylococcus capitis subsp. capitis,0.0270986592,0.0043924508
CAIB01000045 Staphylococcus intermedius,L37599 Staphylococcus capitis subsp. capitis,0.0278075414,0.0044801899
FXUZ01000000 Staphylococcus cornubiensis,L37599 Staphylococcus capitis subsp. capitis,0.0254113412,0.0043320231
KY019172 Staphylococcus ursi,L37599 Staphylococcus capitis subsp. capitis,0.0270948211,0.0043093200
X84731 Staphylococcus lutrae,L37599 Staphylococcus capitis subsp. capitis,0.0306788719,0.0045607649
HM484980 Staphylococcus agnetis,L37599 Staphylococcus capitis subsp. capitis,0.0246061875,0.0042248532
CP008747 Staphylococcus hyicus,L37599 Staphylococcus capitis subsp. capitis,0.0235716290,0.0040400153
D83360 Staphylococcus chromogenes,L37599 Staphylococcus capitis subsp. capitis,0.0263748660,0.0043320272
S83568 Staphylococcus schleiferi subsp. schleiferi,L37599 Staphylococcus capitis subsp. capitis,0.0263904936,0.0041321522
AB009945 Staphylococcus coagulans,L37599 Staphylococcus capitis subsp. capitis,0.0264061400,0.0041696568
D83364 Staphylococcus felis,L37599 Staphylococcus capitis subsp. capitis,0.0278082751,0.0043363997
MT442037 Staphylococcus canis,L37599 Staphylococcus capitis subsp. capitis,0.0191172177,0.0039165545
EU888120 Staphylococcus microti,L37599 Staphylococcus capitis subsp. capitis,0.0271438158,0.0040797876
FM242137 Staphylococcus rostri,L37599 Staphylococcus capitis subsp. capitis,0.0271561496,0.0043897511
FR733703 Staphylococcus muscae,L37599 Staphylococcus capitis subsp. capitis,0.0250249188,0.0039639220
D83358 Staphylococcus auricularis,L37599 Staphylococcus capitis subsp. capitis,0.0228468871,0.0039111924
AB233329 Staphylococcus carnosus subsp. utilis,L37599 Staphylococcus capitis subsp. capitis,0.0295623642,0.0045318577
EU727181 Staphylococcus carnosus subsp. carnosus,L37599 Staphylococcus capitis subsp. capitis,0.0263911875,0.0041951233
Y15750 Staphylococcus condimenti,L37599 Staphylococcus capitis subsp. capitis,0.0263911875,0.0041924975
Y15754 Staphylococcus piscifermentans,L37599 Staphylococcus capitis subsp. capitis,0.0250039312,0.0041244364
MK121623 Staphylococcus debuckii,L37599 Staphylococcus capitis subsp. capitis,0.0256873513,0.0040943840
D83373 Staphylococcus simulans,L37599 Staphylococcus capitis subsp. capitis,0.0292944934,0.0044666395
EU707796 Staphylococcus massiliensis,L37599 Staphylococcus capitis subsp. capitis,0.0300155752,0.0042739348
KY315825 Staphylococcus edaphicus,L37599 Staphylococcus capitis subsp. capitis,0.0250815002,0.0040501772
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,L37599 Staphylococcus capitis subsp. capitis,0.0250815002,0.0040501772
MH643903 Staphylococcus pseudoxylosus,L37599 Staphylococcus capitis subsp. capitis,0.0243758841,0.0040302513
AB233327 Staphylococcus saprophyticus subsp. bovis,L37599 Staphylococcus capitis subsp. capitis,0.0261309867,0.0041560509
MH431939 Staphylococcus caeli,L37599 Staphylococcus capitis subsp. capitis,0.0236814787,0.0040189580
D83374 Staphylococcus xylosus,L37599 Staphylococcus capitis subsp. capitis,0.0258066404,0.0041781902
AF004220 Staphylococcus succinus subsp. succinus,L37599 Staphylococcus capitis subsp. capitis,0.0285906250,0.0043670432
AJ320272 Staphylococcus casei,L37599 Staphylococcus capitis subsp. capitis,0.0300114898,0.0045444526
AF527483 Staphylococcus equorum subsp. linens,L37599 Staphylococcus capitis subsp. capitis,0.0300832369,0.0044339952
AB009939 Staphylococcus equorum subsp. equorum,L37599 Staphylococcus capitis subsp. capitis,0.0307941526,0.0044962195
AJ517414 Staphylococcus nepalensis,L37599 Staphylococcus capitis subsp. capitis,0.0325191619,0.0047679433
AB009933 Staphylococcus arlettae,L37599 Staphylococcus capitis subsp. capitis,0.0286336273,0.0044067451
D83361 Staphylococcus cohnii subsp. cohnii,L37599 Staphylococcus capitis subsp. capitis,0.0250701632,0.0040227322
AB009936 Staphylococcus urealyticus,L37599 Staphylococcus capitis subsp. capitis,0.0243504200,0.0040258878
CP027846 Staphylococcus kloosii,L37599 Staphylococcus capitis subsp. capitis,0.0271315504,0.0042657315
MW186933 Staphylococcus lloydii,L37599 Staphylococcus capitis subsp. capitis,0.0257214545,0.0041792673
MW186934 Staphylococcus durrellii,L37599 Staphylococcus capitis subsp. capitis,0.0257367160,0.0041366209
D83366 Staphylococcus gallinarum,L37599 Staphylococcus capitis subsp. capitis,0.0278791415,0.0044297958
KP716705 Staphylococcus argensis_{outgroup},L37599 Staphylococcus capitis subsp. capitis,0.0469653381,0.0069481157
AF322002 Staphylococcus pettenkoferi,L37599 Staphylococcus capitis subsp. capitis,0.0221894958,0.0040425328
FR821777 Staphylococcus argenteus,L37599 Staphylococcus capitis subsp. capitis,0.0158785035,0.0032836517
L36472 Staphylococcus aureus subsp. aureus,L37599 Staphylococcus capitis subsp. capitis,0.0165748616,0.0033264168
AY727530 Staphylococcus simiae,L37599 Staphylococcus capitis subsp. capitis,0.0165554167,0.0033147185
D83355 Staphylococcus aureus subsp. anaerobius,L37599 Staphylococcus capitis subsp. capitis,0.0144852647,0.0031737573
MF678963 Staphylococcus schweitzeri,L37599 Staphylococcus capitis subsp. capitis,0.0181939366,0.0037852025
OD916897 Staphylococcus roterodami,L37599 Staphylococcus capitis subsp. capitis,0.0151805192,0.0032310319
AB009937 Staphylococcus capitis subsp. urealyticus,L37599 Staphylococcus capitis subsp. capitis,0.0020471311,0.0011885029
AB009938 Staphylococcus delphini,D83363 Staphylococcus epidermidis,0.0290805068,0.0044984921
AJ780976 Staphylococcus pseudintermedius,D83363 Staphylococcus epidermidis,0.0290473234,0.0046010188
CAIB01000045 Staphylococcus intermedius,D83363 Staphylococcus epidermidis,0.0283454758,0.0045440390
FXUZ01000000 Staphylococcus cornubiensis,D83363 Staphylococcus epidermidis,0.0260432301,0.0044042722
KY019172 Staphylococcus ursi,D83363 Staphylococcus epidermidis,0.0276363458,0.0043709687
X84731 Staphylococcus lutrae,D83363 Staphylococcus epidermidis,0.0284271012,0.0045149603
HM484980 Staphylococcus agnetis,D83363 Staphylococcus epidermidis,0.0253119694,0.0042972287
CP008747 Staphylococcus hyicus,D83363 Staphylococcus epidermidis,0.0255287782,0.0042849207
D83360 Staphylococcus chromogenes,D83363 Staphylococcus epidermidis,0.0241172660,0.0041496154
S83568 Staphylococcus schleiferi subsp. schleiferi,D83363 Staphylococcus epidermidis,0.0269729681,0.0041892295
AB009945 Staphylococcus coagulans,D83363 Staphylococcus epidermidis,0.0269702336,0.0041889425
D83364 Staphylococcus felis,D83363 Staphylococcus epidermidis,0.0255438105,0.0041416000
MT442037 Staphylococcus canis,D83363 Staphylococcus epidermidis,0.0165238343,0.0036511505
EU888120 Staphylococcus microti,D83363 Staphylococcus epidermidis,0.0234917278,0.0038518036
FM242137 Staphylococcus rostri,D83363 Staphylococcus epidermidis,0.0255923811,0.0041731585
FR733703 Staphylococcus muscae,D83363 Staphylococcus epidermidis,0.0199843112,0.0036056977
D83358 Staphylococcus auricularis,D83363 Staphylococcus epidermidis,0.0234374259,0.0040343102
AB233329 Staphylococcus carnosus subsp. utilis,D83363 Staphylococcus epidermidis,0.0288317276,0.0044280720
EU727181 Staphylococcus carnosus subsp. carnosus,D83363 Staphylococcus epidermidis,0.0255667264,0.0040831010
Y15750 Staphylococcus condimenti,D83363 Staphylococcus epidermidis,0.0255667264,0.0040927704
Y15754 Staphylococcus piscifermentans,D83363 Staphylococcus epidermidis,0.0241864307,0.0040467121
MK121623 Staphylococcus debuckii,D83363 Staphylococcus epidermidis,0.0248667452,0.0039461820
D83373 Staphylococcus simulans,D83363 Staphylococcus epidermidis,0.0270365432,0.0042288172
EU707796 Staphylococcus massiliensis,D83363 Staphylococcus epidermidis,0.0313110243,0.0045403863
KY315825 Staphylococcus edaphicus,D83363 Staphylococcus epidermidis,0.0235281984,0.0040212516
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,D83363 Staphylococcus epidermidis,0.0235281984,0.0040212516
MH643903 Staphylococcus pseudoxylosus,D83363 Staphylococcus epidermidis,0.0228279126,0.0039865202
AB233327 Staphylococcus saprophyticus subsp. bovis,D83363 Staphylococcus epidermidis,0.0246531243,0.0041238747
MH431939 Staphylococcus caeli,D83363 Staphylococcus epidermidis,0.0221380596,0.0039732524
D83374 Staphylococcus xylosus,D83363 Staphylococcus epidermidis,0.0242467219,0.0041284491
AF004220 Staphylococcus succinus subsp. succinus,D83363 Staphylococcus epidermidis,0.0256047885,0.0042194791
AJ320272 Staphylococcus casei,D83363 Staphylococcus epidermidis,0.0270122176,0.0044012591
AF527483 Staphylococcus equorum subsp. linens,D83363 Staphylococcus epidermidis,0.0284895379,0.0044500707
AB009939 Staphylococcus equorum subsp. equorum,D83363 Staphylococcus epidermidis,0.0292153510,0.0045069789
AJ517414 Staphylococcus nepalensis,D83363 Staphylococcus epidermidis,0.0295253952,0.0044676562
AB009933 Staphylococcus arlettae,D83363 Staphylococcus epidermidis,0.0263675955,0.0042963229
D83361 Staphylococcus cohnii subsp. cohnii,D83363 Staphylococcus epidermidis,0.0228176760,0.0039299966
AB009936 Staphylococcus urealyticus,D83363 Staphylococcus epidermidis,0.0221204802,0.0039258443
CP027846 Staphylococcus kloosii,D83363 Staphylococcus epidermidis,0.0262709146,0.0042092164
MW186933 Staphylococcus lloydii,D83363 Staphylococcus epidermidis,0.0262709146,0.0042157551
MW186934 Staphylococcus durrellii,D83363 Staphylococcus epidermidis,0.0248849054,0.0041008436
D83366 Staphylococcus gallinarum,D83363 Staphylococcus epidermidis,0.0241997950,0.0041816270
KP716705 Staphylococcus argensis_{outgroup},D83363 Staphylococcus epidermidis,0.0498899183,0.0070397407
AF322002 Staphylococcus pettenkoferi,D83363 Staphylococcus epidermidis,0.0227570408,0.0040423363
FR821777 Staphylococcus argenteus,D83363 Staphylococcus epidermidis,0.0151096603,0.0031763827
L36472 Staphylococcus aureus subsp. aureus,D83363 Staphylococcus epidermidis,0.0158021430,0.0032707583
AY727530 Staphylococcus simiae,D83363 Staphylococcus epidermidis,0.0144087451,0.0031235954
D83355 Staphylococcus aureus subsp. anaerobius,D83363 Staphylococcus epidermidis,0.0151075518,0.0032168129
MF678963 Staphylococcus schweitzeri,D83363 Staphylococcus epidermidis,0.0165869641,0.0035497732
OD916897 Staphylococcus roterodami,D83363 Staphylococcus epidermidis,0.0144156642,0.0031427490
AB009937 Staphylococcus capitis subsp. urealyticus,D83363 Staphylococcus epidermidis,0.0054471764,0.0019532773
L37599 Staphylococcus capitis subsp. capitis,D83363 Staphylococcus epidermidis,0.0061589770,0.0020896348
AB009938 Staphylococcus delphini,AB646616 Staphylococcus saccharolyticus,0.0287393366,0.0044277081
AJ780976 Staphylococcus pseudintermedius,AB646616 Staphylococcus saccharolyticus,0.0290995934,0.0045851229
CAIB01000045 Staphylococcus intermedius,AB646616 Staphylococcus saccharolyticus,0.0283428256,0.0045039644
FXUZ01000000 Staphylococcus cornubiensis,AB646616 Staphylococcus saccharolyticus,0.0264335505,0.0043977692
KY019172 Staphylococcus ursi,AB646616 Staphylococcus saccharolyticus,0.0276506316,0.0043133489
X84731 Staphylococcus lutrae,AB646616 Staphylococcus saccharolyticus,0.0315584937,0.0046252882
HM484980 Staphylococcus agnetis,AB646616 Staphylococcus saccharolyticus,0.0253275913,0.0042531444
CP008747 Staphylococcus hyicus,AB646616 Staphylococcus saccharolyticus,0.0255933087,0.0041603500
D83360 Staphylococcus chromogenes,AB646616 Staphylococcus saccharolyticus,0.0269357121,0.0043489658
S83568 Staphylococcus schleiferi subsp. schleiferi,AB646616 Staphylococcus saccharolyticus,0.0259499627,0.0040803242
AB009945 Staphylococcus coagulans,AB646616 Staphylococcus saccharolyticus,0.0266541937,0.0041548559
D83364 Staphylococcus felis,AB646616 Staphylococcus saccharolyticus,0.0283629618,0.0043224687
MT442037 Staphylococcus canis,AB646616 Staphylococcus saccharolyticus,0.0195722262,0.0039595681
EU888120 Staphylococcus microti,AB646616 Staphylococcus saccharolyticus,0.0276641029,0.0041382941
FM242137 Staphylococcus rostri,AB646616 Staphylococcus saccharolyticus,0.0282150931,0.0044184181
FR733703 Staphylococcus muscae,AB646616 Staphylococcus saccharolyticus,0.0257284743,0.0039532240
D83358 Staphylococcus auricularis,AB646616 Staphylococcus saccharolyticus,0.0234236637,0.0040398319
AB233329 Staphylococcus carnosus subsp. utilis,AB646616 Staphylococcus saccharolyticus,0.0302422386,0.0044711384
EU727181 Staphylococcus carnosus subsp. carnosus,AB646616 Staphylococcus saccharolyticus,0.0269674075,0.0041397351
Y15750 Staphylococcus condimenti,AB646616 Staphylococcus saccharolyticus,0.0270038166,0.0041450870
Y15754 Staphylococcus piscifermentans,AB646616 Staphylococcus saccharolyticus,0.0256553784,0.0040799613
MK121623 Staphylococcus debuckii,AB646616 Staphylococcus saccharolyticus,0.0262839572,0.0040099646
D83373 Staphylococcus simulans,AB646616 Staphylococcus saccharolyticus,0.0298436462,0.0044023846
EU707796 Staphylococcus massiliensis,AB646616 Staphylococcus saccharolyticus,0.0318853185,0.0043404210
KY315825 Staphylococcus edaphicus,AB646616 Staphylococcus saccharolyticus,0.0263835749,0.0042318660
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,AB646616 Staphylococcus saccharolyticus,0.0263835749,0.0042318660
MH643903 Staphylococcus pseudoxylosus,AB646616 Staphylococcus saccharolyticus,0.0253347423,0.0041560559
AB233327 Staphylococcus saprophyticus subsp. bovis,AB646616 Staphylococcus saccharolyticus,0.0275318004,0.0043618013
MH431939 Staphylococcus caeli,AB646616 Staphylococcus saccharolyticus,0.0250238087,0.0041852925
D83374 Staphylococcus xylosus,AB646616 Staphylococcus saccharolyticus,0.0270769470,0.0043280179
AF004220 Staphylococcus succinus subsp. succinus,AB646616 Staphylococcus saccharolyticus,0.0297919292,0.0044942455
AJ320272 Staphylococcus casei,AB646616 Staphylococcus saccharolyticus,0.0314495752,0.0047036635
AF527483 Staphylococcus equorum subsp. linens,AB646616 Staphylococcus saccharolyticus,0.0319758170,0.0045406888
AB009939 Staphylococcus equorum subsp. equorum,AB646616 Staphylococcus saccharolyticus,0.0316707526,0.0045206282
AJ517414 Staphylococcus nepalensis,AB646616 Staphylococcus saccharolyticus,0.0338195616,0.0048685291
AB009933 Staphylococcus arlettae,AB646616 Staphylococcus saccharolyticus,0.0288459911,0.0044488531
D83361 Staphylococcus cohnii subsp. cohnii,AB646616 Staphylococcus saccharolyticus,0.0256393439,0.0041217221
AB009936 Staphylococcus urealyticus,AB646616 Staphylococcus saccharolyticus,0.0246327151,0.0040978328
CP027846 Staphylococcus kloosii,AB646616 Staphylococcus saccharolyticus,0.0276870230,0.0043160758
MW186933 Staphylococcus lloydii,AB646616 Staphylococcus saccharolyticus,0.0263178371,0.0042311792
MW186934 Staphylococcus durrellii,AB646616 Staphylococcus saccharolyticus,0.0263329980,0.0042228027
D83366 Staphylococcus gallinarum,AB646616 Staphylococcus saccharolyticus,0.0284348981,0.0045349947
KP716705 Staphylococcus argensis_{outgroup},AB646616 Staphylococcus saccharolyticus,0.0514462292,0.0069972742
AF322002 Staphylococcus pettenkoferi,AB646616 Staphylococcus saccharolyticus,0.0228876123,0.0040390896
FR821777 Staphylococcus argenteus,AB646616 Staphylococcus saccharolyticus,0.0167572259,0.0032799105
L36472 Staphylococcus aureus subsp. aureus,AB646616 Staphylococcus saccharolyticus,0.0174336280,0.0033663557
AY727530 Staphylococcus simiae,AB646616 Staphylococcus saccharolyticus,0.0171373701,0.0033685467
D83355 Staphylococcus aureus subsp. anaerobius,AB646616 Staphylococcus saccharolyticus,0.0164854889,0.0033029252
MF678963 Staphylococcus schweitzeri,AB646616 Staphylococcus saccharolyticus,0.0189831105,0.0038511114
OD916897 Staphylococcus roterodami,AB646616 Staphylococcus saccharolyticus,0.0160791077,0.0032631965
AB009937 Staphylococcus capitis subsp. urealyticus,AB646616 Staphylococcus saccharolyticus,0.0040307933,0.0015413311
L37599 Staphylococcus capitis subsp. capitis,AB646616 Staphylococcus saccharolyticus,0.0047841214,0.0017008713
D83363 Staphylococcus epidermidis,AB646616 Staphylococcus saccharolyticus,0.0054442212,0.0019442697
AB009938 Staphylococcus delphini,AB009935 Staphylococcus caprae,0.0266697463,0.0042845499
AJ780976 Staphylococcus pseudintermedius,AB009935 Staphylococcus caprae,0.0273859287,0.0044872627
CAIB01000045 Staphylococcus intermedius,AB009935 Staphylococcus caprae,0.0259650886,0.0043185011
FXUZ01000000 Staphylococcus cornubiensis,AB009935 Staphylococcus caprae,0.0238890946,0.0042126951
KY019172 Staphylococcus ursi,AB009935 Staphylococcus caprae,0.0252657309,0.0041487101
X84731 Staphylococcus lutrae,AB009935 Staphylococcus caprae,0.0291816920,0.0044902208
HM484980 Staphylococcus agnetis,AB009935 Staphylococcus caprae,0.0231412380,0.0040883378
CP008747 Staphylococcus hyicus,AB009935 Staphylococcus caprae,0.0231858655,0.0040124219
D83360 Staphylococcus chromogenes,AB009935 Staphylococcus caprae,0.0248651258,0.0041761625
S83568 Staphylococcus schleiferi subsp. schleiferi,AB009935 Staphylococcus caprae,0.0249142145,0.0040223921
AB009945 Staphylococcus coagulans,AB009935 Staphylococcus caprae,0.0245884080,0.0039873905
D83364 Staphylococcus felis,AB009935 Staphylococcus caprae,0.0262890884,0.0041983664
MT442037 Staphylococcus canis,AB009935 Staphylococcus caprae,0.0173963559,0.0037473119
EU888120 Staphylococcus microti,AB009935 Staphylococcus caprae,0.0256438960,0.0039472754
FM242137 Staphylococcus rostri,AB009935 Staphylococcus caprae,0.0260273501,0.0042637294
FR733703 Staphylococcus muscae,AB009935 Staphylococcus caprae,0.0233098194,0.0037752426
D83358 Staphylococcus auricularis,AB009935 Staphylococcus caprae,0.0213580518,0.0037944286
AB233329 Staphylococcus carnosus subsp. utilis,AB009935 Staphylococcus caprae,0.0281141382,0.0043701383
EU727181 Staphylococcus carnosus subsp. carnosus,AB009935 Staphylococcus caprae,0.0245747296,0.0039894940
Y15750 Staphylococcus condimenti,AB009935 Staphylococcus caprae,0.0246083246,0.0040005805
Y15754 Staphylococcus piscifermentans,AB009935 Staphylococcus caprae,0.0232428065,0.0039351108
MK121623 Staphylococcus debuckii,AB009935 Staphylococcus caprae,0.0238835698,0.0038747384
D83373 Staphylococcus simulans,AB009935 Staphylococcus caprae,0.0277630426,0.0042671752
EU707796 Staphylococcus massiliensis,AB009935 Staphylococcus caprae,0.0299320038,0.0042192807
KY315825 Staphylococcus edaphicus,AB009935 Staphylococcus caprae,0.0239751496,0.0039588847
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,AB009935 Staphylococcus caprae,0.0239751496,0.0039588847
MH643903 Staphylococcus pseudoxylosus,AB009935 Staphylococcus caprae,0.0232817805,0.0039377295
AB233327 Staphylococcus saprophyticus subsp. bovis,AB009935 Staphylococcus caprae,0.0253973955,0.0041297531
MH431939 Staphylococcus caeli,AB009935 Staphylococcus caprae,0.0225989404,0.0039124671
D83374 Staphylococcus xylosus,AB009935 Staphylococcus caprae,0.0249954145,0.0041293745
AF004220 Staphylococcus succinus subsp. succinus,AB009935 Staphylococcus caprae,0.0274243095,0.0042634510
AJ320272 Staphylococcus casei,AB009935 Staphylococcus caprae,0.0290796629,0.0044726859
AF527483 Staphylococcus equorum subsp. linens,AB009935 Staphylococcus caprae,0.0296242518,0.0043768764
AB009939 Staphylococcus equorum subsp. equorum,AB009935 Staphylococcus caprae,0.0295864579,0.0043888640
AJ517414 Staphylococcus nepalensis,AB009935 Staphylococcus caprae,0.0317298994,0.0046976864
AB009933 Staphylococcus arlettae,AB009935 Staphylococcus caprae,0.0267685844,0.0042069443
D83361 Staphylococcus cohnii subsp. cohnii,AB009935 Staphylococcus caprae,0.0235617217,0.0039134635
AB009936 Staphylococcus urealyticus,AB009935 Staphylococcus caprae,0.0225657302,0.0038674456
CP027846 Staphylococcus kloosii,AB009935 Staphylococcus caprae,0.0252993718,0.0040818154
MW186933 Staphylococcus lloydii,AB009935 Staphylococcus caprae,0.0239147169,0.0039947439
MW186934 Staphylococcus durrellii,AB009935 Staphylococcus caprae,0.0239286548,0.0039525763
D83366 Staphylococcus gallinarum,AB009935 Staphylococcus caprae,0.0263557201,0.0042895459
KP716705 Staphylococcus argensis_{outgroup},AB009935 Staphylococcus caprae,0.0504819352,0.0070140221
AF322002 Staphylococcus pettenkoferi,AB009935 Staphylococcus caprae,0.0204475341,0.0038366600
FR821777 Staphylococcus argenteus,AB009935 Staphylococcus caprae,0.0142513516,0.0030607175
L36472 Staphylococcus aureus subsp. aureus,AB009935 Staphylococcus caprae,0.0149352920,0.0031290788
AY727530 Staphylococcus simiae,AB009935 Staphylococcus caprae,0.0151127742,0.0031715296
D83355 Staphylococcus aureus subsp. anaerobius,AB009935 Staphylococcus caprae,0.0144255661,0.0031187491
MF678963 Staphylococcus schweitzeri,AB009935 Staphylococcus caprae,0.0165981124,0.0036380275
OD916897 Staphylococcus roterodami,AB009935 Staphylococcus caprae,0.0135660272,0.0030256917
AB009937 Staphylococcus capitis subsp. urealyticus,AB009935 Staphylococcus caprae,0.0020141480,0.0010904994
L37599 Staphylococcus capitis subsp. capitis,AB009935 Staphylococcus caprae,0.0013634809,0.0009400404
